City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
227,Kendari,ID,2021-04-06 21:26:30,-3.945,122.4989,75.52,91,97,2.28
228,Nadym,RU,2021-04-06 21:26:30,65.5333,72.5167,29.89,95,100,16.28
229,Brasileia,BR,2021-04-06 21:26:30,-11.0161,-68.7481,80.6,78,75,6.91
230,Achutupo,PA,2021-04-06 21:26:31,9.2,-77.9833,81.9,79,97,9.19
231,Tonj,SS,2021-04-06 21:26:31,7.2737,28.6822,82.9,49,47,5.75
232,Hithadhoo,MV,2021-04-06 21:26:31,-0.6,73.0833,83.32,61,97,10.42
233,Zhanaozen,KZ,2021-04-06 21:26:32,43.3,52.8,47.12,46,18,13.27
234,Saint George,US,2021-04-06 21:23:20,37.1041,-113.5841,73.0,8,1,3.44
235,Tsiroanomandidy,MG,2021-04-06 21:26:32,-18.7667,46.0333,65.84,90,40,2.46
236,Kropachevo,RU,2021-04-06 21:26:33,55.0112,57.9896,29.98,94,100,3.38
237,Olafsvik,IS,2021-04-06 21:26:33,64.8945,-23.7142,28.04,67,73,5.48
238,Pontianak,ID,2021-04-06 21:26:07,-0.0333,109.3333,75.2,100,20,1.14
239,Lavrentiya,RU,2021-04-06 21:26:34,65.5833,-171.0,1.78,84,9,3.94
240,Ust-Nera,RU,2021-04-06 21:26:34,64.5667,143.2,2.89,98,99,0.89
241,Moron,AR,2021-04-06 21:26:34,-34.6534,-58.6198,80.01,69,9,4.0
242,Castro,BR,2021-04-06 21:26:35,-24.7911,-50.0119,62.83,89,60,4.23
243,Cayenne,GF,2021-04-06 21:26:35,4.9333,-52.3333,81.0,94,75,3.44
244,Saint Anthony,US,2021-04-06 21:26:36,45.0205,-93.218,69.8,77,90,6.91
245,Boguchany,RU,2021-04-06 21:26:36,58.3814,97.4531,39.02,91,93,8.05
246,Eyl,SO,2021-04-06 21:26:37,7.9803,49.8164,77.36,60,83,11.77
247,Pueblo,US,2021-04-06 21:21:55,38.2545,-104.6091,80.6,4,1,32.21
248,Clovis,US,2021-04-06 21:26:37,36.8252,-119.7029,75.0,33,20,3.44
249,Severo-Kurilsk,RU,2021-04-06 21:26:38,50.6789,156.125,26.55,73,18,16.06
250,Umm Lajj,SA,2021-04-06 21:26:38,25.0213,37.2685,78.67,50,0,2.24
251,Sur,OM,2021-04-06 21:26:39,22.5667,59.5289,80.87,29,0,3.53
252,Angoche,MZ,2021-04-06 21:26:39,-16.2325,39.9086,76.37,70,41,9.64
253,Anadyr,RU,2021-04-06 21:26:40,64.75,177.4833,-9.0,77,0,6.71
254,Sao Joao Da Barra,BR,2021-04-06 21:26:40,-21.6403,-41.0511,77.0,69,0,9.22
255,Shu,KZ,2021-04-06 21:26:40,43.5983,73.7614,44.2,75,4,5.99
256,Alofi,NU,2021-04-06 21:26:41,-19.0595,-169.9187,82.4,78,40,5.75
257,Bilma,NE,2021-04-06 21:26:41,18.6853,12.9164,84.52,5,47,6.89
258,Beira,MZ,2021-04-06 21:26:42,-19.8436,34.8389,78.01,61,0,11.48
259,Mount Isa,AU,2021-04-06 21:26:42,-20.7333,139.5,71.6,56,10,5.75
260,Baykit,RU,2021-04-06 21:26:42,61.67,96.37,36.59,98,100,4.56
261,Lahat,ID,2021-04-06 21:26:43,-3.8,103.5333,71.35,79,92,2.01
262,Inyonga,TZ,2021-04-06 21:26:43,-6.7167,32.0667,64.44,94,56,4.38
263,Tura,IN,2021-04-06 21:26:43,25.5198,90.2201,74.21,22,43,4.99
264,Pevek,RU,2021-04-06 21:26:44,69.7008,170.3133,-17.97,99,100,6.44
265,Nuuk,GL,2021-04-06 21:26:44,64.1835,-51.7216,24.8,93,20,11.5
266,Half Moon Bay,US,2021-04-06 21:26:45,37.4636,-122.4286,64.99,76,90,8.05
267,Ceyhan,TR,2021-04-06 21:26:45,37.0247,35.8175,62.6,55,0,9.22
268,Leh,IN,2021-04-06 21:26:45,34.1667,77.5833,35.96,65,100,4.68
269,Anuradhapura,LK,2021-04-06 21:26:46,8.3565,80.4173,71.28,94,75,5.19
270,Georgetown,MY,2021-04-06 21:25:11,5.4112,100.3354,79.0,94,20,2.3
271,Lorengau,PG,2021-04-06 21:26:46,-2.0226,147.2712,81.72,76,87,7.45
272,Codrington,AU,2021-04-06 21:26:48,-38.2667,141.9667,50.81,93,19,6.33
273,Lensk,RU,2021-04-06 21:26:49,60.7253,114.9278,25.12,97,100,3.74
274,Hovd,MN,2021-04-06 21:26:49,48.0056,91.6419,37.81,32,51,6.89
275,Esperance,AU,2021-04-06 21:26:49,-33.8667,121.9,64.4,100,90,3.44
276,Port Elizabeth,ZA,2021-04-06 21:26:50,-33.918,25.5701,57.99,94,36,7.14
277,Hamilton,US,2021-04-06 21:23:51,39.1834,-84.5333,77.0,41,40,11.5
278,Vanimo,PG,2021-04-06 21:26:50,-2.6741,141.3028,76.91,89,98,4.56
279,Flinders,AU,2021-04-06 21:26:51,-34.5833,150.8552,68.0,94,44,4.88
280,Kirakira,SB,2021-04-06 21:26:51,-10.4544,161.9205,79.79,86,81,12.21
281,Gamba,GA,2021-04-06 21:26:52,-2.65,10.0,77.65,90,97,4.29
282,Nizhniy Kuranakh,RU,2021-04-06 21:26:52,58.8353,125.4869,-11.63,95,65,3.31
283,Joigny,FR,2021-04-06 21:26:52,47.9829,3.401,30.0,84,76,5.39
284,Mumford,GH,2021-04-06 21:26:53,5.2618,-0.759,80.78,86,10,7.2
285,Saint-Joseph,RE,2021-04-06 21:26:53,-21.3667,55.6167,78.8,69,0,5.75
286,Rio Grande,BR,2021-04-06 21:26:53,-32.035,-52.0986,78.8,73,40,11.5
287,Faanui,PF,2021-04-06 21:26:54,-16.4833,-151.75,80.65,62,64,12.08
288,Aklavik,CA,2021-04-06 21:26:54,68.2191,-135.0107,1.4,60,90,4.83
289,Fairbanks,US,2021-04-06 21:25:33,64.8378,-147.7164,12.0,61,20,1.79
290,Fortuna,US,2021-04-06 21:26:55,40.5982,-124.1573,57.0,76,20,18.41
