City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
489,Mount Gambier,AU,53.6,broken clouds,-37.8333,140.7667,Commodore on the Park
490,Carupano,VE,82.2,overcast clouds,10.6678,-63.2585,Hotel La dorada
492,Tezu,IN,72.59,overcast clouds,27.9167,96.1667,Circuit House
493,Bani,DO,80.6,broken clouds,18.2833,-70.3333,Hospedaje Henriquez
494,Port Blair,IN,80.33,clear sky,11.6667,92.75,Welcomhotel Bay Island Port Blair
495,Kupang,ID,76.86,scattered clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
496,Owando,CG,72.28,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
497,Bato,PH,71.89,overcast clouds,13.3528,123.3677,Casa de Piedra
499,Lagoa,PT,58.84,clear sky,39.05,-27.9833,Casa Das Faias
500,Poum,NC,77.25,light rain,-20.2333,164.0167,Gîte kajeon
502,Wahiawa,US,75.2,few clouds,21.5028,-158.0236,Aloha Wahiawa
504,Hervey Bay,AU,69.01,clear sky,-25.2986,152.8535,Shelly Bay Resort
505,Alto Araguaia,BR,74.66,heavy intensity rain,-17.3147,-53.2153,Araguaia Palace Hotel
506,Limbang,MY,77.0,broken clouds,4.75,115.0,Purnama Hotel
507,Mankono,CI,83.88,broken clouds,8.0586,-6.1897,Hotel Cajoux
509,The Pas,CA,50.0,clear sky,53.8251,-101.2541,Wescana Inn
511,Mareeba,AU,71.6,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
512,La Libertad,EC,84.2,clear sky,-2.2333,-80.9,Playa Canela Hotel Boutique
513,Luganville,VU,81.73,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
515,Iskandar,UZ,55.4,clear sky,41.5539,69.7008,Forel мехмонхонаси
516,Macia,MZ,68.47,clear sky,-25.0269,33.0989,Tuck shop my life dcoza
518,Vila Franca Do Campo,PT,60.8,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
523,Tondi,IN,81.5,few clouds,9.7333,79.0167,Amal Apartments
524,Masvingo,ZW,59.67,clear sky,-20.0637,30.8277,River Side Lodge
526,Nhulunbuy,AU,73.4,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
528,Coahuayana,MX,87.8,scattered clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
529,Nambucca Heads,AU,59.0,few clouds,-30.65,153.0,Marcel Towers Holiday Apartments
530,Tabuk,PH,72.73,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
531,Tura,IN,71.46,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
532,Barabai,ID,72.91,overcast clouds,-2.5833,115.3833,HOTEL BOURAQ INDAH PERMAI
533,Quang Ngai,VN,71.08,scattered clouds,15.1167,108.8,Central Hotel
537,Gunnedah,AU,57.0,scattered clouds,-30.9833,150.25,Gunnedah Motor Inn
539,Amahai,ID,84.99,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
540,Wenling,CN,57.0,overcast clouds,28.3669,121.36,Hanting Express Wenling Wanchang North Road
543,Kawalu,ID,71.82,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
544,Kununurra,AU,73.4,broken clouds,-15.7667,128.7333,Hotel Kununurra
545,Carnduff,CA,63.0,clear sky,49.1667,-101.8009,Western Star All Suites Hotel Carnduff
546,Yinchuan,CN,50.0,overcast clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
547,Quelimane,MZ,77.0,few clouds,-17.8786,36.8883,Hotel Flamingo
548,Shahr-E Babak,IR,60.57,clear sky,30.1165,55.1186,اقامتگاه گردشگری دوناdunagarden ecolodge
549,Ashtabula,US,82.4,clear sky,41.7001,-80.7665,DFC Mobile Home Park & Sales
550,Jogindarnagar,IN,58.64,clear sky,31.9833,76.7667,Hotel Anshdeep
554,Touho,NC,73.89,light rain,-20.7833,165.2333,Auberge Timay Evasion
555,Gizo,SB,80.87,light rain,-8.103,156.8419,Imagination Island
556,Teknaf,BD,74.07,clear sky,20.8624,92.3058,Forestry Guesthouse
558,Kota Tinggi,MY,80.6,scattered clouds,1.7381,103.8999,Canopy Tribe
559,Beidao,CN,52.45,overcast clouds,34.5686,105.8933,Shell Tianshui Maiji District Erma Road Walking Street Hotel
561,Ko Samui,TH,83.08,scattered clouds,9.5357,99.9357,"The Passage Samui Villas & Resort, Thailand"
562,Darlawn,IN,62.02,clear sky,24.0167,92.9,BNRGSK BUILDING
563,Ambulu,ID,75.67,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
564,Half Moon Bay,US,66.0,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
568,Laem Sing,TH,78.01,few clouds,12.4816,102.0738,Laemsing Whitehouse Resort
569,Mumbwa,ZM,59.92,broken clouds,-14.9783,27.0619,Mumbwa Motel
571,Kavaratti,IN,82.94,few clouds,10.5669,72.642,Hotels in Lakshadweep Islands
572,Galveston,US,84.99,few clouds,29.3669,-94.9669,Comfort Inn & Suites Texas City
573,Antofagasta,CL,68.0,broken clouds,-23.65,-70.4,Holiday Inn Express Antofagasta
574,Bathsheba,BB,84.2,few clouds,13.2167,-59.5167,Atlantis Hotel
576,Harper,LR,79.61,light rain,4.375,-7.7169,Screensaver
581,Evinayong,GQ,69.49,moderate rain,1.4368,10.5512,Hotel Don Patricio
582,Buin,CL,73.4,scattered clouds,-33.7333,-70.75,Paihuen
583,Tautira,PF,86.0,scattered clouds,-17.7333,-149.15,Pension Oaoa
584,Porto Velho,BR,89.6,scattered clouds,-8.7619,-63.9039,Hotel Central
589,Necochea,AR,64.0,light rain,-38.5473,-58.7368,dyd -mar Hotel
592,Wanaka,NZ,53.08,clear sky,-44.7,169.15,Wanaka Homestead Lodge and Cottages
593,Grand Gaube,MU,80.01,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
594,Brokopondo,SR,78.89,overcast clouds,4.75,-55.1667,Matu Island
595,Auburn,US,55.0,scattered clouds,47.3073,-122.2284,La Quinta Inn & Suites by Wyndham Auburn
597,George Town,MY,80.6,few clouds,5.4112,100.3354,Cititel Penang
598,Tucurui,BR,82.51,broken clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
599,North Bend,US,54.0,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
600,Wilmington,US,78.8,clear sky,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
601,Fort-Shevchenko,KZ,62.49,clear sky,44.5086,50.263000000000005,Oasis hotel Bautino
602,Correntina,BR,82.38,overcast clouds,-13.3433,-44.6367,Hotel Pousada dos Sonhos
603,Palu,ID,74.86,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
604,Inirida,CO,78.06,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
605,Miyoshi,JP,51.8,few clouds,35.0833,137.0667,豊田 ホテルマイン
607,Rio Grande,BR,80.6,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
609,Kapit,MY,72.77,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
612,Charters Towers,AU,71.15,overcast clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
613,Maputo,MZ,77.0,clear sky,-25.9653,32.5892,Pestana Rovuma
617,Great Yarmouth,GB,50.0,overcast clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
618,Angoche,MZ,75.42,overcast clouds,-16.2325,39.9086,Guest House HESADA
619,Zaragoza,ES,57.2,few clouds,41.6561,-0.8773,Hotel Goya
621,Carmelo,UY,77.0,clear sky,-33.9892,-58.2856,Los Muelles Boutique Hotel
623,Ponta Delgada,PT,60.8,broken clouds,37.7333,-25.6667,Vila Nova Hotel
624,Teeswater,CA,80.6,scattered clouds,43.9959,-81.2865,King Edward Hotel/Apartments
626,Byron Bay,AU,62.6,few clouds,-28.65,153.6167,Backpackers Inn on the Beach
627,Rosarito,MX,71.6,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
628,Choa Saidan Shah,PK,64.4,scattered clouds,32.7201,72.9849,Office RFO RM
630,Galesong,ID,71.6,few clouds,-5.3166,119.3661,Sapriadi Appy
631,Russell,US,81.0,broken clouds,32.3502,-85.1999,Macs
635,Miles City,US,68.0,clear sky,46.4083,-105.8406,FairBridge Inn & Suites Miles City
637,Khash,IR,62.89,few clouds,28.2211,61.2158,دفتر پیشخوان دولت جمال زهی (خالد)
641,Panzhihua,CN,55.0,few clouds,26.5851,101.7128,Electric Power Hotel
645,Shymkent,KZ,51.8,clear sky,42.3,69.6,Orbita Boutique Hotel
646,Kroya,ID,77.49,overcast clouds,-7.6331,109.2461,RUSTANTO Fam
647,Contamana,PE,89.89,overcast clouds,-7.3333,-75.0167,Shiringal Touristic Park
648,Santa Maria Del Oro,MX,85.19,overcast clouds,25.9333,-105.3667,Hotel Palacio Del Sol
649,Lewistown,US,72.0,clear sky,40.5992,-77.5714,Quality Inn & Suites
650,Kirkuk,IQ,72.7,few clouds,35.4681,44.3922,تل عبدالعزيز
653,La Asuncion,VE,73.4,broken clouds,11.0333,-63.8628,Colinas de Matasiete
654,Khatima,IN,71.58,clear sky,28.9167,79.9667,Paradise Guest House and Restaurant
655,Kingaroy,AU,62.6,overcast clouds,-26.5333,151.8333,Ascot Lodge Motel Kingaroy
659,Natal,BR,84.2,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
661,Ponnani,IN,80.6,mist,10.767000000000001,75.9252,Rouba Residency
662,Loreto,MX,83.32,broken clouds,22.2667,-101.9667,José de Jesús Velásquez mora
663,Inverell,AU,54.0,clear sky,-29.7833,151.1167,Sapphire City Motor Inn
667,Batemans Bay,AU,62.01,light rain,-35.7167,150.1833,Batemans Bay Marina Resort
668,Eirunepe,BR,81.66,overcast clouds,-6.6603,-69.8736,Atrás de você
669,Bago,MM,78.8,few clouds,17.3367,96.4797,Jade Garden
672,Pirojpur,BD,73.78,clear sky,22.5667,89.9833,"Circuit House, Pirojpur"
674,Srandakan,ID,76.21,overcast clouds,-7.9386,110.2506,Puri Brata
676,Waingapu,ID,77.32,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
678,Senador Jose Porfirio,BR,81.23,overcast clouds,-2.5908,-51.9542,Pousada Novo Horizonte
681,Urucui,BR,83.23,broken clouds,-7.2294,-44.5561,Hotel Premium Piauí
682,San Andres,CO,86.0,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
683,Hun,LY,64.89,clear sky,29.1268,15.9477,Alrwasi Hotel
684,Jvari,GE,53.6,light rain,42.7169,42.052,Savanna House
685,Colares,PT,63.0,scattered clouds,38.7992,-9.4469,Arribas Sintra Hotel
687,Illapel,CL,70.3,clear sky,-31.6308,-71.1653,Hotel Londres
688,Samana,DO,75.2,broken clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
690,Uturoa,PF,81.52,scattered clouds,-16.7333,-151.4333,Villa Tonoï
691,Steamboat Springs,US,57.99,scattered clouds,40.485,-106.8317,Steamboat Grand
692,Banjar,ID,78.8,few clouds,-8.19,114.9675,The Hamsa Resort
693,Hualmay,PE,72.63,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
697,Birmitrapur,IN,74.35,clear sky,22.4,84.7667,ANUP LOMGA
698,Dwarka,IN,79.86,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
699,Atascadero,US,70.0,scattered clouds,35.4894,-120.6707,Holiday Inn Express & Suites Atascadero
700,Mitsamiouli,KM,82.02,light rain,-11.3847,43.2844,Foyer ADM
